Date,Store,CHK,CHK Total,ITM,ITM $,DSCL,DSCL ID,Discount Name,Cashier Qu Backend ID,Loyalty ID
01/20,1825,3021,37.55,38280,8.29,8.29,135910,Magoos Rewards,173428,e5d7b1d9-7d87-4658-aefe-5891fcaab433
01/20,1825,250120221001155,15.48,,0,10.49,135910,Magoos Rewards,,
01/20,1825,3031,2.69,41953,9.19,9.19,135910,Magoos Rewards,85679,7f6e477f-07ab-42c1-8915-50f3b5fdb6f4
01/20,1825,250120232815630,19.28,,0,10.49,135910,Magoos Rewards,,
01/20,4045,4002,3.97,38280,9.49,9.49,135910,Magoos Rewards,64843,d7ccd7f8-4187-490e-8b5f-2a35c670a594
01/20,4045,4014,3.59,38280,9.49,9.49,135910,Magoos Rewards,64843,466b24d4-6932-45cf-8195-076832e2c87e
01/20,4045,4030,2.59,38280,9.49,9.49,135910,Magoos Rewards,64843,0baad095-ee33-4fe4-be8c-5e86627931cf
01/20,4045,250120190148211,2.59,,0,9.49,135910,Magoos Rewards,,
01/20,4045,4031,2.59,38280,9.49,9.49,135910,Magoos Rewards,64843,3ffdbfc2-86c8-4075-b387-dc3e6939e788
01/20,4045,4035,2.59,38280,9.49,9.49,135910,Magoos Rewards,64843,1582a995-3a59-44aa-8169-90d323d0e175
01/20,4045,250120192956053,2.59,,0,9.49,135910,Magoos Rewards,,
01/20,4045,250120195127607,2.59,,0,9.49,135910,Magoos Rewards,,
01/20,4045,4046,3.28,38280,9.49,9.49,135910,Magoos Rewards,64843,e7475cd8-b699-4d74-bf52-ce48ebe98fc3
01/20,4045,3022,2.59,38280,9.49,9.49,135910,Magoos Rewards,138271,3fa7503e-1c61-456c-9d6e-fb2d15b27c04
01/20,4045,250120221743604,3.59,,0,9.49,135910,Magoos Rewards,,
01/20,4045,250120231440809,2.59,,0,10.69,135910,Magoos Rewards,,
01/20,4045,250121001654385,9.58,,0,9.49,135910,Magoos Rewards,,
01/20,4045,4087,15.08,38280,9.49,9.49,135910,Magoos Rewards,225393,eaa4bc3c-e664-4e30-924f-868b51cac55f
01/20,4046,250120154753570,2.59,,0,9.49,135910,Magoos Rewards,,
01/20,4046,250120161251346,2.59,,0,9.49,135910,Magoos Rewards,,
01/20,4046,4002,27.97,80538,10.99,10.99,135910,Magoos Rewards,287761,6e430618-f111-49fd-9e1b-2ab02a597277
01/20,4046,250120164156111,12.08,,0,9.49,135910,Magoos Rewards,,
01/20,4046,250120165211886,10.99,,0,10.99,135910,Magoos Rewards,,
01/20,4046,250120172511944,19.98,,0,10.99,135910,Magoos Rewards,,
01/20,4046,4011,15.27,38280,9.49,9.49,135910,Magoos Rewards,282597,f4d07dc5-ee50-4e74-b523-be514ec6a324
01/20,4046,250120180328792,16.17,,0,10.99,135910,Magoos Rewards,,
01/20,4046,4018,16.17,80538,10.99,10.99,135910,Magoos Rewards,44804,8fab97d6-661e-4c43-9aab-87da559f91b1
01/20,4046,250120183803628,17.58,,0,9.49,135910,Magoos Rewards,,
01/20,4046,3040,2.59,38280,9.49,9.49,135910,Magoos Rewards,87541,992e8b4c-555f-4cee-8e25-ba32c9af14ff
01/20,4046,4035,2.59,38280,9.49,9.49,135910,Magoos Rewards,87541,535d36df-a6fa-47c2-b92e-47bd1200f015
01/20,4046,3043,2.59,38280,9.49,9.49,135910,Magoos Rewards,87541,31c0ff43-d7ed-4100-b822-82ca8c8045e9
01/20,4046,250120215339488,10.99,,0,10.99,135910,Magoos Rewards,,
01/20,4046,250120223804441,42.58,,0,9.49,135910,Magoos Rewards,,
01/20,4046,250120232916373,12.59,,0,12.59,135910,Magoos Rewards,,
01/20,4046,4060,2.59,38280,9.49,9.49,135910,Magoos Rewards,44797,3f55abe4-5635-4d7e-875c-8918073ce3f9
01/20,4046,3054,2.59,38280,9.49,9.49,135910,Magoos Rewards,44797,458ce926-5bcc-441e-8d7f-1d48121f5775
01/20,4077,2060,2.39,41953,8.59,8.59,135910,Magoos Rewards,111606,d50922cd-1bc9-4e2d-ade2-172e4b871083
01/20,4077,250121000209519,2.99,,0,7.99,135910,Magoos Rewards,,
01/20,4078,250120184124346,2.69,,0,7.99,135910,Magoos Rewards,,
01/20,4078,250120184102082,2.19,,0,7.99,135910,Magoos Rewards,,
01/20,4078,250120201327285,2.19,,0,7.99,135910,Magoos Rewards,,
01/20,4078,3031,16.25,,0,7.99,135910,Magoos Rewards,41351,
01/20,4078,11101,16.55,38280,7.99,7.99,135910,Magoos Rewards,143274,2fa29a0f-fea2-4fa4-9706-522493a356d1
01/20,4120,4004,2.69,38280,8.99,8.99,135910,Magoos Rewards,142898,be6660bc-6289-4940-bacd-35965042f0e1
01/20,4120,4009,2.69,38280,8.99,8.99,135910,Magoos Rewards,142898,7d7249fc-2149-4ca4-8359-d61584959702
01/20,4120,250120173411837,5.36,,0,8.99,135910,Magoos Rewards,,
01/20,4120,250120173907274,2.69,,0,8.99,135910,Magoos Rewards,,
01/20,4120,250120174452827,2.69,,0,8.99,135910,Magoos Rewards,,
01/20,4120,250120190825851,10.99,,0,10.99,135910,Magoos Rewards,,
01/20,4120,250120195557765,3.48,,0,8.99,135910,Magoos Rewards,,
01/20,4120,250120203848904,2.69,,0,8.99,135910,Magoos Rewards,,
01/20,4120,4037,2.69,38280,8.99,8.99,135910,Magoos Rewards,217972,d82ce9ad-3d2e-4788-b26e-890604f74fe9
01/20,4120,4038,2.69,38280,8.99,8.99,135910,Magoos Rewards,217972,2e8cf51e-0a1b-4455-9b78-61665c32c96b
01/20,4120,250120213905701,2.69,,0,8.99,135910,Magoos Rewards,,
01/20,4120,250120223127623,10.99,,0,10.99,135910,Magoos Rewards,,
01/20,4120,3026,2.69,38280,8.99,8.99,135910,Magoos Rewards,217972,4c1f9a01-c381-4d22-97c7-65c13020d7e4
01/20,4120,250121002247999,35.97,,0,10.99,135910,Magoos Rewards,,
01/20,4145,250120162922975,3.09,,0,8.49,135910,Magoos Rewards,,
01/20,4145,4010,16.07,80538,10.49,10.49,135910,Magoos Rewards,61864,d45438fa-6a59-4252-9e9c-6f616647a1b0
01/20,4145,250120170203213,2.79,,0,8.49,135910,Magoos Rewards,,
01/20,4145,250120173855850,18.98,,0,10.49,135910,Magoos Rewards,,
01/20,4145,3040,3,38280,8.49,8.49,135910,Magoos Rewards,246110,cf5f7ed9-e59e-4281-b42b-60920d116fbf
01/20,4145,250120180550555,2.79,,0,9.39,135910,Magoos Rewards,,
01/20,4145,250120181118990,2.79,,0,9.39,135910,Magoos Rewards,,
01/20,4145,250120195857651,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4145,250120204812447,26.67,,0,11.49,135910,Magoos Rewards,,
01/20,4145,4072,2.79,38280,8.49,8.49,135910,Magoos Rewards,61864,dca953d5-c33a-4f20-99d7-2a3ef218d827
01/20,4145,250120224441960,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4145,250120224610804,2.79,,0,8.49,135910,Magoos Rewards,,
01/20,4145,250121001514378,15.86,,0,10.49,135910,Magoos Rewards,,
01/20,4145,3132,10.49,80538,10.49,10.49,135910,Magoos Rewards,191324,8daaea37-bd9f-424d-8809-ab984c39dbb9
01/20,4146,2002,3.28,38280,8.59,8.59,135910,Magoos Rewards,99158,97edc08a-4a7b-4559-9ca6-436d502abb90
01/20,4146,1010,2.69,38280,8.59,8.59,135910,Magoos Rewards,223715,9df5de35-0a1a-4d1a-968d-e15f3647df73
01/20,4146,1024,6.57,38280,8.59,8.59,135910,Magoos Rewards,84540,82091d2b-56fa-4d64-93f5-0d990ff51554
01/20,4146,250120190945468,2.69,,0,8.59,135910,Magoos Rewards,,
01/20,4146,1048,2.69,38280,8.59,8.59,135910,Magoos Rewards,223715,10d59a02-e3dd-497d-96a0-c02e56c2c806
01/20,4146,1049,2.69,38280,8.59,8.59,135910,Magoos Rewards,223715,68f01e6f-4ef6-4230-b420-88b4310eb59d
01/20,4146,250120211504936,2.69,,0,8.59,135910,Magoos Rewards,,
01/20,4146,1064,2.69,38280,8.59,8.59,135910,Magoos Rewards,128254,4b7e809f-5a67-471e-9237-c62eb8311cbd
01/20,4146,1065,2.69,38280,8.59,8.59,135910,Magoos Rewards,128254,875010c5-8a61-4340-90cd-649d1aad795f
01/20,4146,2023,2.69,38280,8.59,8.59,135910,Magoos Rewards,280395,04cabb50-d1d8-4997-bdd0-90483326922b
01/20,4146,1069,31.35,38280,8.59,8.59,135910,Magoos Rewards,280395,28de39df-c6b5-4722-8484-5ac56454b318
01/20,4146,2026,2.69,,0,8.59,135910,Magoos Rewards,128254,51a54b95-9e41-4b7e-857a-75c4892f2afd
01/20,4146,1070,3.48,38280,8.59,8.59,135910,Magoos Rewards,280395,85b45d35-5876-428d-a968-21390ff9aeff
01/20,4146,1071,2.69,38280,8.59,8.59,135910,Magoos Rewards,280395,f537b182-9570-46b7-ab67-b35dd3b88ca0
01/20,4146,1075,3.48,38280,8.59,8.59,135910,Magoos Rewards,280395,70af8f05-c870-4589-b8b8-ce71b8ed8989
01/20,4146,1076,2.69,38280,8.59,8.59,135910,Magoos Rewards,280395,ea2b7841-1c99-46da-9582-28d851388376
01/20,4146,1080,11.68,38280,8.59,8.59,135910,Magoos Rewards,280395,4dd4c8cf-9e64-49bf-bdd2-de504328d089
01/20,4146,1081,2.69,38280,8.59,8.59,135910,Magoos Rewards,280395,87c26862-d30c-425f-8d61-163050b99461
01/20,4146,1082,2.69,38280,8.59,8.59,135910,Magoos Rewards,280395,8038ded3-48db-4b37-813d-fff2584f6477
01/20,4146,250120232959156,1.99,,0,9.49,135910,Magoos Rewards,,
01/20,4146,250120233513816,2.69,,0,8.59,135910,Magoos Rewards,,
01/20,4146,250120233419501,2.69,,0,9.49,135910,Magoos Rewards,,
01/20,4146,250120233816706,2.69,,0,9.49,135910,Magoos Rewards,,
01/20,4146,2033,3.28,38280,8.59,8.59,135910,Magoos Rewards,280395,55f549c4-fee5-48dc-9ffa-505865cc630a
01/20,4147,250120165647938,2.69,,0,8.59,135910,Magoos Rewards,,
01/20,4147,250120170103214,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4147,3019,2.69,38280,8.59,8.59,135910,Magoos Rewards,85516,5de8bb19-e044-44b5-986e-b50623a99202
01/20,4147,3024,3.28,41953,9.49,9.49,135910,Magoos Rewards,139108,2f239a28-c9b0-44c0-873f-2f69a0b17808
01/20,4147,3025,2.69,38280,8.59,8.59,135910,Magoos Rewards,139108,63f14a12-3632-451b-a7e8-c6c68090918b
01/20,4147,2006,2.69,38280,8.59,8.59,135910,Magoos Rewards,139108,d783a605-90fe-42f0-89af-bf15ffbe4771
01/20,4147,250120181220308,2.69,,0,8.59,135910,Magoos Rewards,,
01/20,4147,250120200835246,2.69,,0,8.59,135910,Magoos Rewards,,
01/20,4147,250120201248488,2.69,,0,8.59,135910,Magoos Rewards,,
01/20,4147,250120201725096,2.69,,0,8.59,135910,Magoos Rewards,,
01/20,4147,3082,2.69,38280,8.59,8.59,135910,Magoos Rewards,139108,8406db34-31b8-4713-8859-71b40d9316f6
01/20,4147,2012,2.69,38280,8.59,8.59,135910,Magoos Rewards,137404,75f58990-9e08-4ed4-a1d3-d34fe47cb686
01/20,4147,3089,2.69,38280,8.59,8.59,135910,Magoos Rewards,137404,761f2b7c-56ed-4c5d-b513-84fb96c86aaa
01/20,4147,250120221139367,59.24,,0,12.09,135910,Magoos Rewards,,
01/20,4147,4010,2.69,38280,8.59,8.59,135910,Magoos Rewards,280995,c20e60a1-52e3-4dd0-8d8f-7f939e6d1879
01/20,4147,4009,14.07,38280,8.59,8.59,135910,Magoos Rewards,280995,3a8164bb-a85c-49d1-bb0d-3fe35026cf9c
01/20,4147,2017,14.56,38280,8.59,8.59,135910,Magoos Rewards,137404,8f3b4864-c82d-4403-acab-7a881949bfd8
01/20,4147,2023,2.69,38280,8.59,8.59,135910,Magoos Rewards,137404,8c1be8a5-a844-4c44-a98c-1faef659bf11
01/20,4147,3116,2.69,38280,8.59,8.59,135910,Magoos Rewards,137404,c9515b58-3cd8-49ad-8324-232d2ad94c38
01/20,4148,250120162338677,13.46,,0,10.49,135910,Magoos Rewards,,
01/20,4148,250120162449704,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4148,250120172907864,14.87,,0,8.99,135910,Magoos Rewards,,
01/20,4148,250120181759988,20.97,,0,8.99,135910,Magoos Rewards,,
01/20,4148,250120194425166,4.48,,0,8.99,135910,Magoos Rewards,,
01/20,4148,250120212719837,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4148,2035,41.94,38280,8.99,8.99,135910,Magoos Rewards,89433,00bf3852-a49a-45c3-963f-74459119dad5
01/20,4148,250120232702720,2.99,,0,10.49,135910,Magoos Rewards,,
01/20,4148,250121020239845,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4149,3004,2.69,38280,8.59,8.59,135910,Magoos Rewards,297678,c8afcdf8-8689-4969-b5c6-a2d66a4883f6
01/20,4149,3053,12.68,38280,8.59,8.59,135910,Magoos Rewards,297678,7eb94bcd-69c0-46f0-b66a-f262798fb621
01/20,4149,250120201516926,2.69,,0,8.59,135910,Magoos Rewards,,
01/20,4149,250120221118612,2.69,,0,9.49,135910,Magoos Rewards,,
01/20,4149,250120233538972,19.67,,0,10.49,135910,Magoos Rewards,,
01/20,4150,3006,2.79,38280,8.99,8.99,135910,Magoos Rewards,206850,2c250a93-0816-4f43-a68f-dac68be8e46c
01/20,4150,3009,2.74,38280,8.99,8.99,135910,Magoos Rewards,206850,f7726979-310c-440d-b860-374d36e8b8e6
01/20,4150,3046,2.79,38280,8.99,8.99,135910,Magoos Rewards,206850,51f8071b-4cbe-4eea-b865-8e2a34cbb1d6
01/20,4166,10028,41.04,41953,9.89,9.89,135910,Magoos Rewards,62809,2a2a039f-2efd-4a75-bc18-ebe9b253857a
01/20,4166,2034,14.55,38280,8.99,8.99,135910,Magoos Rewards,53655,d7e69e2b-f362-4da2-a8f6-8498d551585d
01/20,4166,10075,1.99,38280,8.99,8.99,135910,Magoos Rewards,51486,d416b17f-0f8d-4be4-8eda-ce79621aef4f
01/20,4167,250120160806662,3.47,,0,9.19,135910,Magoos Rewards,,
01/20,4167,250120173523583,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4167,250120194748109,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4167,250120223444840,49.44,,0,1.79,135910,Magoos Rewards,,
01/20,4167,250120230129226,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4167,250120230241318,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4167,250120230236340,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4167,250120230620903,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4167,250120230758169,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4167,250120230557059,2.29,,0,9.19,135910,Magoos Rewards,,
01/20,4167,250120230729945,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4167,250121002657537,11.49,,0,11.49,135910,Magoos Rewards,,
01/20,4167,250121010539697,11.49,,0,11.49,135910,Magoos Rewards,,
01/20,4225,250120164111188,2.29,,0,7.89,135910,Magoos Rewards,,
01/20,4225,250120164322753,11.28,,0,7.89,135910,Magoos Rewards,,
01/20,4225,250120192335497,2.29,,0,7.89,135910,Magoos Rewards,,
01/20,4225,250120193224893,12.26,,0,10.49,135910,Magoos Rewards,,
01/20,4225,250120205019965,2.29,,0,7.89,135910,Magoos Rewards,,
01/20,4225,250120231654356,2.89,,0,7.89,135910,Magoos Rewards,,
01/20,4237,250120171109194,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4237,250120174247666,11.49,,0,11.49,135910,Magoos Rewards,,
01/20,4237,250120202240244,2.69,,0,9.74,135910,Magoos Rewards,,
01/20,4237,250120211146729,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4237,250120212205495,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4237,250120230948214,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4238,250120174344123,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,3018,2.49,38280,8.59,8.59,135910,Magoos Rewards,198481,b96c33dc-1cf2-4c2b-8a99-3cef2dd34403
01/20,4238,4010,3.17,38280,8.59,8.59,135910,Magoos Rewards,198481,e4fd674c-19c3-456c-9886-9a2b3440e9e3
01/20,4238,250120182615525,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,3020,3.88,38280,8.59,8.59,135910,Magoos Rewards,198481,46b0b633-b051-411d-a171-b72418e6144c
01/20,4238,3022,2.49,38280,8.59,8.59,135910,Magoos Rewards,198481,4929a925-f426-4985-9f5d-fc6ee5619982
01/20,4238,250120185216630,2.49,,0,9.49,135910,Magoos Rewards,,
01/20,4238,3026,2.49,38280,8.59,8.59,135910,Magoos Rewards,198481,a72b5689-f32b-4ca2-9f48-6efed97a8a4e
01/20,4238,250120191716921,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120193115604,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120194054754,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120194525615,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120200152800,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120200348032,1.59,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120200949045,11.85,,0,10.49,135910,Magoos Rewards,,
01/20,4238,250120200906455,2.49,,0,9.49,135910,Magoos Rewards,,
01/20,4238,250120201435793,2.49,,0,9.49,135910,Magoos Rewards,,
01/20,4238,250120195532179,1.59,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120201811676,1.59,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120201308150,2.49,,0,9.49,135910,Magoos Rewards,,
01/20,4238,250120202515730,2.49,,0,9.49,135910,Magoos Rewards,,
01/20,4238,250120202523937,2.99,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120203855714,2.49,,0,9.49,135910,Magoos Rewards,,
01/20,4238,250120204309809,2.49,,0,9.49,135910,Magoos Rewards,,
01/20,4238,4016,21.68,80538,10.49,10.49,135910,Magoos Rewards,128018,7a9550c8-f60c-4b0e-9805-35bafe046861
01/20,4238,250120210515083,2.49,,0,9.49,135910,Magoos Rewards,,
01/20,4238,250120211329284,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120212401620,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120213420107,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120214726910,2.99,,0,9.49,135910,Magoos Rewards,,
01/20,4238,250120215548771,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120215804103,2.99,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120220034207,2.49,,0,9.49,135910,Magoos Rewards,,
01/20,4238,250120220331810,2.49,,0,9.49,135910,Magoos Rewards,,
01/20,4238,250120215644147,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120220040143,6.74,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120220427761,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120224301947,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120230718603,2.49,,0,9.49,135910,Magoos Rewards,,
01/20,4238,250120230634383,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,3059,0.75,38280,8.59,8.59,135910,Magoos Rewards,286568,c3d96e60-fccd-405c-910a-5040974cd639
01/20,4238,250120232059942,5.27,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120232513956,31.32,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250120234919842,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4238,250121003401169,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250121003717548,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250121003525104,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250121010837354,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250121010923967,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250121010934876,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250121012840876,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250121015338855,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4238,250121020435489,32.23,,0,1.69,135910,Magoos Rewards,,
01/20,4238,3081,4.18,41953,9.49,9.49,135910,Magoos Rewards,286568,793e3f58-4126-43f4-a04d-bdb09414c7aa
01/20,4241,250120171836268,2.89,,0,9.99,135910,Magoos Rewards,,
01/20,4241,250120194604764,2.89,,0,9.99,135910,Magoos Rewards,,
01/20,4241,250120200215581,3.19,,0,9.99,135910,Magoos Rewards,,
01/20,4241,3033,3.68,38280,9.99,9.99,135910,Magoos Rewards,200256,3c58e35b-c934-4679-a1b9-3253b1f0463f
01/20,4241,250120205228506,2.89,,0,9.99,135910,Magoos Rewards,,
01/20,4241,250120205059266,2.89,,0,9.99,135910,Magoos Rewards,,
01/20,4241,250120210419933,2.89,,0,9.99,135910,Magoos Rewards,,
01/20,4241,2013,2.89,38280,9.99,9.99,135910,Magoos Rewards,82888,7fc95c04-b4be-4c58-9976-7578b442b76a
01/20,4241,250121020247264,2.89,,0,9.99,135910,Magoos Rewards,,
01/20,4241,250121020216555,2.89,,0,9.99,135910,Magoos Rewards,,
