Date,Store,CHK,CHK Total,ITM,ITM $,DSCL,DSCL ID,Discount Name,Cashier Qu Backend ID,Loyalty ID
01/20,4799,4010,6.36,38280,7.99,7.99,135910,Magoos Rewards,191226,0641edaf-cb95-4c9a-9b26-934c769bf7ab
01/20,4799,4032,4.86,38280,7.99,7.99,135910,Magoos Rewards,191226,33e3d6ae-7318-409b-ba25-df514f1241e6
01/20,4799,250120183710667,2.49,,0,7.99,135910,Magoos Rewards,,
01/20,4799,250120184032635,2.49,,0,7.99,135910,Magoos Rewards,,
01/20,4799,250120223806743,2.49,,0,8.74,135910,Magoos Rewards,,
01/20,4799,250120224040245,11.85,,0,10.49,135910,Magoos Rewards,,
01/20,4799,250120223917491,14.16,,0,10.49,135910,Magoos Rewards,,
01/20,4799,250120234921193,10.49,,0,10.49,135910,Magoos Rewards,231325,
01/20,4814,250120165220822,2.39,,0,9.49,135910,Magoos Rewards,,
01/20,4814,250120172649521,2.39,,0,9.49,135910,Magoos Rewards,,
01/20,4814,4017,14.38,38280,9.49,9.49,135910,Magoos Rewards,204129,72c7961c-a413-433d-bac5-4e6111d03b66
01/20,4814,4021,5.63,38280,9.49,9.49,135910,Magoos Rewards,204129,511a2b88-66d3-4673-95a8-dbbccdccb079
01/20,4814,6027,2.99,38280,9.49,9.49,135910,Magoos Rewards,204125,22bcb7e1-8ec0-428c-a50b-65ce9e140f4a
01/20,4849,3012,14.97,38280,9.49,9.49,135910,Magoos Rewards,284849,d9bc5299-2902-49d5-ac2a-57e422fb715d
01/20,4849,250120180521085,11.38,,0,9.49,135910,Magoos Rewards,,
01/20,4849,3019,4.28,38280,9.49,9.49,135910,Magoos Rewards,284849,190b8c85-25dc-41ba-8743-cd543d7f2c93
01/20,4849,3020,4.28,38280,9.49,9.49,135910,Magoos Rewards,284849,9305e7be-35a9-4a16-9ce5-7855ae40dc7a
01/20,4849,3042,3.57,38280,9.49,9.49,135910,Magoos Rewards,284849,28c23678-911c-4dd2-8e56-72b38b9a8215
01/20,4849,3043,2.98,38280,9.49,9.49,135910,Magoos Rewards,284849,d2f3bf5c-2fcf-466c-b550-b6422b8101a3
01/20,4849,3044,2.98,38280,9.49,9.49,135910,Magoos Rewards,284849,800376e0-4262-42d1-b5ca-6a4bd47ff7c0
01/20,4849,250120195923198,2.99,,0,9.49,135910,Magoos Rewards,,
01/20,4849,3053,15.71,41953,10.24,10.24,135910,Magoos Rewards,99609,cd881817-888b-42e2-bc2d-bb3e82d9bffb
01/20,4849,250121002155604,2.99,,0,9.49,135910,Magoos Rewards,,
01/20,4849,250121002209828,14.57,,0,9.49,135910,Magoos Rewards,,
01/20,4867,5004,13.98,41953,9.49,9.49,135910,Magoos Rewards,85566,6e43efd7-1735-414f-9d61-cb30dce63f15
01/20,4867,250120164028141,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4867,2004,23.86,38280,8.59,8.59,135910,Magoos Rewards,84358,9f6c6591-ce6a-4bf1-9519-3c6a2127f114
01/20,4867,250120194016800,6.47,,0,8.59,135910,Magoos Rewards,,
01/20,4867,250120194129097,3.28,,0,8.59,135910,Magoos Rewards,,
01/20,4867,250120201316105,15.18,,0,8.59,135910,Magoos Rewards,,
01/20,4867,2036,2.99,38280,8.59,8.59,135910,Magoos Rewards,85566,75775de8-6b9a-464a-9d16-5e135bdaa143
01/20,4867,2037,2.99,38280,8.59,8.59,135910,Magoos Rewards,85566,fef1cfcf-7826-4fae-8572-345b79cb460d
01/20,4867,250120213347712,2.69,,0,8.59,135910,Magoos Rewards,,
01/20,4867,250120213508681,2.69,,0,8.59,135910,Magoos Rewards,,
01/20,4867,2060,13.68,38280,8.59,8.59,135910,Magoos Rewards,155957,3b8440f7-bff7-4b7b-99f8-27093711f6e5
01/20,4867,250120235452916,2.69,,0,8.59,135910,Magoos Rewards,,
01/20,4868,3018,2.29,38280,7.99,7.99,135910,Magoos Rewards,96998,00cf064f-18ce-44b6-afca-620e297e0185
01/20,4868,4008,2.29,41953,8.89,8.89,135910,Magoos Rewards,209537,8461e168-901e-4d76-9ac0-582bf81ffef3
01/20,4868,250120182624304,2.29,,0,7.99,135910,Magoos Rewards,,
01/20,4868,250120193922768,2.29,,0,7.99,135910,Magoos Rewards,,
01/20,4868,250120211347904,2.29,,0,7.99,135910,Magoos Rewards,,
01/20,4868,3063,2.29,38280,7.99,7.99,135910,Magoos Rewards,96998,dd79bd3d-90f1-49f6-89ca-ad51c106646e
01/20,4868,3069,13.78,38280,7.99,7.99,135910,Magoos Rewards,96998,25668b57-aa24-4a0f-be07-c3aa1ab229d0
01/20,4868,250120223324979,13.18,,0,7.99,135910,Magoos Rewards,,
01/20,4868,250120234907506,28.63,,0,8.99,135910,Magoos Rewards,,
01/20,4872,3013,17.17,38280,9.49,9.49,135910,Magoos Rewards,255658,4580d0ed-4dca-4244-9517-ab0faebf3f1b
01/20,4872,250120194720356,2.59,,0,9.49,135910,Magoos Rewards,,
01/20,4872,250120194721909,2.59,,0,9.49,135910,Magoos Rewards,,
01/20,4872,250120234502322,12.08,,0,9.49,135910,Magoos Rewards,,
01/20,4872,3046,23.33,,0,15.91,135910,Magoos Rewards,196901,a2fafa17-3bba-49cb-8968-1fa479c50d53
01/20,4878,250120182709721,13.65,,0,10.49,135910,Magoos Rewards,,
01/20,4878,250120181012150,1.99,,0,7.99,135910,Magoos Rewards,,
01/20,4878,250120185035561,2.59,,0,7.99,135910,Magoos Rewards,,
01/20,4878,250120230517989,1.99,,0,7.99,135910,Magoos Rewards,,
01/20,4884,250120165350110,4.46,,0,7.99,135910,Magoos Rewards,,
01/20,4884,250120172156049,2.69,,0,7.99,135910,Magoos Rewards,,
01/20,4884,250120185134380,2.19,,0,7.99,135910,Magoos Rewards,,
01/20,4884,250120204104096,8.08,,0,8.74,135910,Magoos Rewards,,
01/20,4884,250120204554408,8.58,,0,8.74,135910,Magoos Rewards,,
01/20,4884,250120211114482,63.46,,0,8.99,135910,Magoos Rewards,,
01/20,4885,3011,2.59,38280,9.49,9.49,135910,Magoos Rewards,185904,8d665b52-d46a-43a6-b99d-5716dede85bf
01/20,4885,250120162939858,2.59,,0,9.49,135910,Magoos Rewards,,
01/20,4885,4027,10.27,38280,9.49,9.49,135910,Magoos Rewards,80777,33a1de90-3d7c-480a-9408-56db4426b444
01/20,4885,3019,16.58,38280,9.49,9.49,135910,Magoos Rewards,185904,c0c487c8-1472-464e-b0d0-4809010b2852
01/20,4885,3027,2.59,38280,9.49,9.49,135910,Magoos Rewards,89109,ddfc6ab5-d31c-408e-a63d-24f6446c6f0e
01/20,4885,3040,21.58,38280,9.49,9.49,135910,Magoos Rewards,80777,cc861ef3-9319-49d7-8252-cb4251a76961
01/20,4886,250120172422753,3.67,,0,9.49,135910,Magoos Rewards,,
01/20,4886,3003,13.16,38280,8.59,8.59,135910,Magoos Rewards,268031,ea55f6cc-5f92-4552-b123-8aac8da8328e
01/20,4886,250120174241355,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4886,250120174040145,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4886,250120175025055,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4886,3006,24.06,80538,10.49,10.49,135910,Magoos Rewards,268031,9eef6dfa-47d7-4fd6-8c36-633fcfaa7103
01/20,4886,250120181714281,2.99,,0,8.59,135910,Magoos Rewards,,
01/20,4886,250120182806045,13.08,,0,8.59,135910,Magoos Rewards,,
01/20,4886,250120182456437,19.08,,0,10.49,135910,Magoos Rewards,,
01/20,4886,250120195130161,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4886,250120200211392,2.99,,0,8.59,135910,Magoos Rewards,,
01/20,4886,4029,2.49,41953,9.49,9.49,135910,Magoos Rewards,135685,982ea048-3c6f-4519-8d07-bad04fad47ca
01/20,4886,4030,2.49,38280,8.59,8.59,135910,Magoos Rewards,135685,2adffaf2-0505-470a-b7df-4f9ac47f38bd
01/20,4886,2036,10.49,80538,10.49,10.49,135910,Magoos Rewards,139897,4ab2db13-4c96-47e8-8c47-9396d33ac9eb
01/20,4886,250120211015041,2.99,,0,8.59,135910,Magoos Rewards,,
01/20,4886,3026,4.18,38280,8.59,8.59,135910,Magoos Rewards,268031,9fd5884f-2154-4346-8617-4196a601354e
01/20,4886,250120214539447,13.18,,0,10.49,135910,Magoos Rewards,,
01/20,4886,3028,3.67,38280,8.59,8.59,135910,Magoos Rewards,268031,074425b4-f55a-48c9-bbe9-53a42b3a5895
01/20,4886,3031,3.85,38280,8.59,8.59,135910,Magoos Rewards,268031,59e943b0-30f8-4544-bba4-6de11f7f7e3b
01/20,4886,3032,3.17,38280,8.59,8.59,135910,Magoos Rewards,268031,26fd2d11-14f4-4070-8c25-7899dc1733b4
01/20,4886,250120232929837,15.54,,0,10.49,135910,Magoos Rewards,,
01/20,4886,250120233743572,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4886,3037,23.46,38280,8.59,8.59,135910,Magoos Rewards,218617,4f27b218-f52f-49da-8e33-9f74b665b813
01/20,4886,3038,2.49,38280,8.59,8.59,135910,Magoos Rewards,218617,4e69ffda-9b3e-41bd-a7c9-b44e51c33af3
01/20,4886,250121000024817,11.49,,0,11.49,135910,Magoos Rewards,,
01/20,4886,250121000238960,2.49,,0,8.59,135910,Magoos Rewards,,
01/20,4886,5009,2.49,38280,8.59,8.59,135910,Magoos Rewards,187696,c16b2bab-3041-4dee-aca6-9ff0ff2cd1f0
01/20,4886,3049,2.49,38280,8.59,8.59,135910,Magoos Rewards,218617,30af8ca9-b961-4005-9a20-c21d72bdc3ab
01/20,4886,2052,2.49,38280,8.59,8.59,135910,Magoos Rewards,218617,cdd858a8-01ce-4bec-9491-f93210492d0b
01/20,4886,2054,17.97,80538,10.49,10.49,135910,Magoos Rewards,187696,e1f7c479-76c4-4a44-8ce5-dc41f101eca4
01/20,4887,250120175254356,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4887,250120180153314,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4887,2017,2.29,38280,8.29,8.29,135910,Magoos Rewards,261944,be23bb4d-34a9-44eb-ae11-07dcf60817d2
01/20,4887,4019,15.07,80538,10.49,10.49,135910,Magoos Rewards,278965,8498d368-be21-453a-bdcb-07f7624c7019
01/20,4887,250120190744933,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4887,250120191434995,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4887,250120192141201,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4887,250120185701665,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4887,250120193451810,3.58,,0,8.29,135910,Magoos Rewards,,
01/20,4887,250120193435025,3.47,,0,8.29,135910,Magoos Rewards,,
01/20,4887,250120203151356,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4887,250120203344186,2.99,,0,8.29,135910,Magoos Rewards,,
01/20,4887,250120205944316,2.99,,0,9.19,135910,Magoos Rewards,,
01/20,4887,250120211647713,15.07,,0,10.49,135910,Magoos Rewards,,
01/20,4887,250120222703263,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4887,250120222551354,2.29,,0,8.29,135910,Magoos Rewards,,
01/20,4887,250120223232161,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,4887,3118,2.29,38280,8.29,8.29,135910,Magoos Rewards,179017,13e812a5-e8d6-4541-be95-f4adca130c7e
01/20,4887,3119,2.29,41953,9.19,9.19,135910,Magoos Rewards,179017,45b6075d-30e9-47e7-8875-bf00e280d234
01/20,4887,4045,12.78,80538,10.49,10.49,135910,Magoos Rewards,126155,21619f01-404e-4707-8f24-062c22f423d9
01/20,5346,3020,33.84,38280,8.49,8.49,135910,Magoos Rewards,237395,c57e00ce-c925-4b6a-9833-3b749605f890
01/20,5346,4015,2.79,38280,8.49,8.49,135910,Magoos Rewards,101730,221d5f0e-d0fd-49c9-8568-07f5ed559dd7
01/20,5346,250120183921730,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,5346,250120193011165,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,5346,4031,3.48,38280,8.49,8.49,135910,Magoos Rewards,101782,6c5e0c51-d3df-4ec3-9c85-d0a0da43eec9
01/20,5346,250120214121705,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,5346,250120233230709,2.79,,0,8.49,135910,Magoos Rewards,,
01/20,5359,250120171248372,3.19,,0,7.99,135910,Magoos Rewards,,
01/20,5359,250120171140784,3.19,,0,7.99,135910,Magoos Rewards,,
01/20,5359,3013,3.28,38280,7.99,7.99,135910,Magoos Rewards,108407,f9955868-00bf-45d5-a4ba-7cad12e3088b
01/20,5359,2007,2.29,38280,7.99,7.99,135910,Magoos Rewards,217477,ac5eab55-75cd-4c19-b12f-367ef2393a46
01/20,5359,2018,2.29,38280,7.99,7.99,135910,Magoos Rewards,108407,e7b8dc20-973a-4c7c-9028-ef44d22744ee
01/20,5359,250120211704041,8.99,,0,8.99,135910,Magoos Rewards,,
01/20,5359,3042,11.28,38280,7.99,7.99,135910,Magoos Rewards,117413,d4e99167-f239-422a-bd22-e2045261f79a
01/20,5559,250120162206326,3.48,,0,9.39,135910,Magoos Rewards,,
01/20,5559,250120162448676,3.48,,0,9.39,135910,Magoos Rewards,,
01/20,5559,250120163314445,2.79,,0,9.39,135910,Magoos Rewards,,
01/20,5559,250120171933355,9.28,,0,8.49,135910,Magoos Rewards,,
01/20,5559,2008,27.54,38280,8.49,8.49,135910,Magoos Rewards,264171,a324656f-a02a-4498-9113-f221f43ca9c6
01/20,5559,250120175827285,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,5559,250120181605330,11.87,,0,10.49,135910,Magoos Rewards,,
01/20,5559,2024,6.27,38280,8.49,8.49,135910,Magoos Rewards,264171,bab43051-4435-4ac2-883a-cc48a0b28ef1
01/20,5559,2029,2.79,41953,9.39,9.39,135910,Magoos Rewards,264171,35507434-0efe-4681-b7f8-fb21b5aba2d6
01/20,5559,2030,2.79,41953,9.39,9.39,135910,Magoos Rewards,264171,23b8ebde-0b0d-4eb7-8460-135127f19211
01/20,5559,250120203058975,3.09,,0,8.49,135910,Magoos Rewards,,
01/20,5559,250120223945749,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,5559,250120224919983,39.03,,0,8.49,135910,Magoos Rewards,,
01/20,5559,250121002137852,3.09,,0,8.49,135910,Magoos Rewards,,
01/20,5559,2069,14.07,38280,8.49,8.49,135910,Magoos Rewards,152832,e7106d0c-7fbf-48f5-aee7-b9a23bd5da46
01/20,5559,2070,3.09,38280,8.49,8.49,135910,Magoos Rewards,152832,a25f815f-7b9e-48b2-92de-d2cc4db6018c
01/20,5561,7011,2.59,38280,7.99,7.99,135910,Magoos Rewards,134849,cf99de8c-3475-4ff1-a8af-ad5fc5925873
01/20,5561,3056,1.99,38280,7.99,7.99,135910,Magoos Rewards,134849,332ced75-e8b6-4f99-af34-bc45fee9f71d
01/20,5561,3057,1.99,38280,7.99,7.99,135910,Magoos Rewards,134849,9337f159-1407-4ec0-9167-0a42e8ee9be5
01/20,5561,3058,1.99,38280,7.99,7.99,135910,Magoos Rewards,134849,64c2f98b-c7f2-458b-b241-c84ae20c9d83
01/20,5561,3064,1.99,38280,7.99,7.99,135910,Magoos Rewards,134849,520d8236-a204-4066-a369-d91d2d56a4a7
01/20,5563,250120164419257,10.99,,0,10.99,135910,Magoos Rewards,,
01/20,5563,250120231606071,18.54,,0,10.99,135910,Magoos Rewards,,
01/20,5691,5002,9.98,38280,7.99,7.99,135910,Magoos Rewards,244564,6cd51a6e-ba5b-4e6a-aed2-aa9d7d7721c1
01/20,5691,250120162301073,10.48,,0,7.99,135910,Magoos Rewards,,
01/20,5691,250120170242558,30.95,,0,10.49,135910,Magoos Rewards,,
01/20,5691,250120172314715,4.86,,0,7.99,135910,Magoos Rewards,,
01/20,5691,250120194129765,12.48,,0,7.99,135910,Magoos Rewards,,
01/20,5691,250120194131168,2.49,,0,7.99,135910,Magoos Rewards,,
01/20,5691,250120223833183,10.98,,0,7.99,135910,Magoos Rewards,,
01/20,5691,250120231752376,20.48,,0,10.49,135910,Magoos Rewards,,
01/20,5691,250120234501621,12.07,,0,10.49,135910,Magoos Rewards,,
01/20,5691,250121000426045,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,5691,250121003819581,26.96,,0,7.99,135910,Magoos Rewards,,
01/20,5765,250120181400858,2.39,,0,8.29,135910,Magoos Rewards,,
01/20,5765,3017,15.75,38280,8.29,8.29,135910,Magoos Rewards,57351,8be99517-8a84-438d-a057-3d48cdc42835
01/20,5765,3021,28.26,38280,8.29,8.29,135910,Magoos Rewards,57351,a264336e-9d8b-4cd7-a5e4-409a73e69db0
01/20,5805,250120162700930,15.26,,0,7.99,135910,Magoos Rewards,,
01/20,5805,250120200149122,10.49,,0,10.49,135910,Magoos Rewards,,
01/20,5805,250120215012000,2.99,,0,7.99,135910,Magoos Rewards,,
01/20,5805,250120215116073,2.99,,0,7.99,135910,Magoos Rewards,,
01/20,5805,250121014639021,10.93,,0,7.99,135910,Magoos Rewards,,
01/20,5805,250121014728282,9.88,,0,7.99,135910,Magoos Rewards,,
01/20,5865,250120153843090,12.48,,0,10.49,135910,Magoos Rewards,,
01/20,5865,250120193353653,24.37,,0,11.49,135910,Magoos Rewards,,
01/20,5865,250120222416670,26.59,,0,7.99,135910,Magoos Rewards,,
01/20,5865,250121000400572,18.48,,0,7.99,135910,Magoos Rewards,,
01/20,5865,250121000306997,1.99,,0,7.99,135910,Magoos Rewards,,
01/20,5865,2051,18.48,38280,7.99,7.99,135910,Magoos Rewards,150833,9940af19-c095-417b-a3a5-4c78b9737501
01/20,5865,250121004109526,3.76,,0,7.99,135910,Magoos Rewards,,
01/20,6658,250120164623780,33.97,,0,9.99,135910,Magoos Rewards,,
01/20,6658,250120224430154,2.59,,0,7.99,135910,Magoos Rewards,,
01/20,6658,250120225103898,1.99,,0,7.99,135910,Magoos Rewards,,
01/20,6658,250120225416214,1.99,,0,7.99,135910,Magoos Rewards,,
01/20,6658,250120230413992,1.99,,0,7.99,135910,Magoos Rewards,,
01/20,6658,250120233501985,1.99,,0,7.99,135910,Magoos Rewards,,
01/20,6705,250120175024968,10.28,,0,7.99,135910,Magoos Rewards,,
01/20,6705,250120190124774,17.16,,0,7.99,135910,Magoos Rewards,,
01/20,6705,250120233922687,2.29,,0,7.99,135910,Magoos Rewards,,
01/20,6705,250121002241145,29.55,,0,8.99,135910,Magoos Rewards,,
01/20,6778,3006,2.59,38280,9.49,9.49,135910,Magoos Rewards,166552,68832b64-e956-4e8f-9d58-dd12ab630564
01/20,6778,3007,2.59,38280,9.49,9.49,135910,Magoos Rewards,166552,7ce11f04-fb60-4b85-b314-ccb6edf18397
01/20,6778,1009,2.59,38280,9.49,9.49,135910,Magoos Rewards,165571,15e2ea66-e323-455f-8cb3-af26beefa5f0
01/20,6778,1011,19.86,38280,9.49,9.49,135910,Magoos Rewards,165571,26881137-95b9-4927-a5b2-c1e91083afa8
01/20,6778,3008,13.58,38280,9.49,9.49,135910,Magoos Rewards,166552,55d6e0ab-39cd-4da6-b8b8-806992587eb4
01/20,6778,1015,2.59,38280,9.49,9.49,135910,Magoos Rewards,166552,8d4b4329-2a47-4c9f-b5c5-678d46bcd728
01/20,6778,1016,21.07,38280,9.49,9.49,135910,Magoos Rewards,166552,fd63f2b9-fbd4-4927-b999-b7b293f7a07b
01/20,6778,3018,3.59,38280,9.49,9.49,135910,Magoos Rewards,166552,bcea08df-4155-4665-bb21-17542865af24
01/20,6778,3023,33.16,38280,9.49,9.49,135910,Magoos Rewards,166552,820cf3a2-1168-4a09-a2ad-39d869afeea9
01/20,6778,250120194805685,2.59,,0,9.49,135910,Magoos Rewards,,
01/20,6778,3024,17.57,38280,9.49,9.49,135910,Magoos Rewards,166552,f732a6b3-b248-430a-b4d2-e413f92df48e
01/20,6778,1027,26.75,38280,9.49,9.49,135910,Magoos Rewards,165571,86ec64cc-a06a-4f18-8c2e-4d2dfaafe318
01/20,6778,4000,3.53,38280,9.49,9.49,135910,Magoos Rewards,166552,28a67030-96ac-4aa0-8b1f-06ceef8173bf
01/20,6778,1036,2.59,38280,9.49,9.49,135910,Magoos Rewards,166552,2113b881-f146-4965-92e4-5c54fb75b8cd
01/20,6778,1037,2.59,38280,9.49,9.49,135910,Magoos Rewards,166552,9169083f-9cc8-4ec6-b414-2e991b715d4b
01/20,6778,1038,2.59,38280,9.49,9.49,135910,Magoos Rewards,166552,756d67f3-2825-404e-90d3-b660a64328cb
01/20,6778,1040,2.59,38280,9.49,9.49,135910,Magoos Rewards,165571,0f84e756-5cd5-4765-8e1f-73c34a36bfb0
01/20,6778,1042,1.93,,0,10.15,135910,Magoos Rewards,167673,0fb4cd08-6c01-4490-be3a-c531c5449d2f
01/20,6778,1050,2.59,38280,9.49,9.49,135910,Magoos Rewards,167673,75dd6bec-c1b4-4ef1-9548-d9e100dca997
01/20,6778,250120224830178,21.58,,0,9.49,135910,Magoos Rewards,,
01/20,6778,250120232017276,11.68,,0,10.99,135910,Magoos Rewards,,
01/20,6778,250120233220783,3.28,,0,9.49,135910,Magoos Rewards,,
01/20,6778,3049,12.25,38280,9.49,9.49,135910,Magoos Rewards,186907,c583152a-b636-4f36-b492-26d70285c976
01/20,6778,3051,2.59,38280,9.49,9.49,135910,Magoos Rewards,186907,5c48db5b-cc01-4126-9739-c91bebc12902
01/20,6778,1056,2.59,38280,9.49,9.49,135910,Magoos Rewards,167673,955ab0a6-d228-44d4-b36e-a3a92b98582a
01/20,6778,1059,16.58,38280,9.49,9.49,135910,Magoos Rewards,167673,bd64ab17-f25e-44d2-9be1-f19d996287ef
01/20,6778,250121012742031,14.58,,0,9.49,135910,Magoos Rewards,,
